Area,Channel,LSUID,Subbasin,Landscape,%Subbasin,Category,Slope,Len1,Csl,Wid1,Dep1,Lat,Lon,Elev,HISTO_1,HISTO_2,HISTO_3,HISTO_4,HISTO_10,HISTO_NODA
754.44,"299","2990","33",NA,1.5,"0",16.42,4465.25,8.09,4.34,0.29,40.72,-3.90,981.85,95,1,25,0,1,0
367.88,"339","3390","33",NA,0.7,"0",3.77,3009.92,2.30,2.82,0.22,40.73,-3.80,906.40,51,0,1,0,4,0
1449.69,"392","3920","35",NA,9.4,"0",14.33,9139.40,2.61,6.42,0.38,40.71,-1.74,1330.67,0,186,1,46,0,0
602.69,"307","3070","33",NA,1.2,"0",7.32,7060.84,5.36,3.79,0.27,40.72,-3.93,982.38,74,4,18,0,0,0
1331.25,"183","1830","10",NA,1.2,"0",19.41,3725.61,6.02,6.10,0.37,40.72,-2.89,928.31,0,89,10,115,0,0
105.50,"283","2830","33",NA,0.2,"0",22.82,2378.86,10.23,1.33,0.13,40.72,-3.85,965.84,14,0,1,0,0,0
1786.38,"356","3560","22",NA,3.7,"0",7.26,12438.24,1.16,7.27,0.41,40.68,-3.44,786.82,0,0,287,0,0,0
1657.25,"369","3690","24",NA,5.0,"0",13.95,10721.51,4.65,6.95,0.40,40.70,-3.65,804.13,151,8,107,0,0,0
500.25,"288","2880","33",NA,1.0,"0",14.22,3229.90,7.25,3.39,0.25,40.72,-3.87,947.59,70,0,12,0,1,0
337.56,"147","1470","31",NA,1.7,"0",27.68,2447.79,8.71,2.68,0.21,40.72,-2.46,854.81,0,1,54,0,0,0
62.50,"308","3080","33",NA,0.1,"0",10.17,1637.44,3.36,0.97,0.11,40.73,-3.86,909.25,5,0,4,0,0,0
1675.06,"377","3770","34",NA,2.6,"0",26.10,6017.34,4.60,7.00,0.40,40.71,-2.74,949.36,0,17,27,223,0,0
1495.94,"352","3520","22",NA,3.1,"0",7.34,14467.53,1.08,6.54,0.38,40.67,-3.42,787.62,0,7,232,1,0,0
149.94,"277","2770","33",NA,0.3,"0",16.00,1802.08,9.28,1.64,0.15,40.72,-3.83,926.14,23,0,0,0,2,0
8111.69,"658","6580","33",NA,15.8,"0",12.56,6751.22,7.82,18.03,0.75,40.63,-3.75,809.65,553,2,743,0,0,0
1840.19,"373","3730","22",NA,3.9,"0",6.04,12230.39,1.77,7.40,0.42,40.70,-3.48,716.01,0,0,290,0,1,0
2979.69,"363","3630","24",NA,8.9,"0",13.69,10554.35,6.36,9.89,0.51,40.68,-3.66,790.29,234,4,241,0,0,0
349.94,"312","3120","35",NA,2.3,"0",16.56,3434.19,5.38,2.74,0.21,40.72,-1.80,1273.62,0,56,0,0,0,0
380.25,"324","3240","31",NA,1.9,"0",17.42,1725.31,0.07,2.87,0.22,40.72,-2.56,800.09,0,7,57,0,0,0
40.44,"148","1480","31",NA,0.2,"0",29.74,1007.11,19.03,0.75,0.09,40.72,-2.45,848.49,0,0,7,0,0,0
1617.19,"367","3670","37",NA,3.8,"0",13.61,8195.46,3.56,6.85,0.40,40.70,-4.05,1063.28,209,0,50,0,0,0
2651.94,"178","1780","21",NA,3.4,"0",9.10,11333.95,1.71,9.22,0.48,40.69,-3.17,721.57,0,4,411,11,0,0
8762.50,"576","5760","21",NA,11.2,"0",8.89,15864.90,1.51,18.89,0.78,40.64,-3.19,728.94,0,32,1342,32,0,0
2018.44,"273","2730","33",NA,3.9,"0",9.63,7178.73,1.98,7.83,0.43,40.70,-3.81,918.47,324,0,0,0,0,0
444.56,"143","1430","31",NA,2.2,"0",22.54,2352.08,6.92,3.16,0.24,40.70,-2.58,794.83,0,1,67,2,0,0
3098.69,"179","1790","10",NA,2.9,"0",16.57,8615.87,2.63,10.12,0.51,40.68,-2.93,918.08,0,212,133,154,0,0
1017.63,"326","3260","34",NA,1.6,"0",20.03,5665.26,3.26,5.19,0.33,40.69,-2.69,834.12,0,0,35,125,0,0
4414.50,"368","3680","35",NA,28.7,"0",21.17,7258.76,4.09,12.52,0.59,40.67,-1.74,1412.41,0,353,44,309,0,0
1325.13,"266","2660","38",NA,7.6,"0",30.02,3536.70,6.64,6.08,0.37,40.69,-2.42,1008.85,0,84,123,0,0,0
3049.06,"661","6610","39",NA,7.8,"0",12.55,11537.20,4.54,10.03,0.51,40.65,-3.67,774.72,173,0,313,0,0,0
1893.69,"386","3860","35",NA,12.3,"0",18.77,8576.22,3.16,7.53,0.42,40.68,-1.80,1351.11,0,278,0,25,0,0
1949.88,"380","3800","32",NA,12.3,"0",13.19,7886.58,2.24,7.67,0.43,40.69,-1.85,1386.20,0,302,0,7,0,0
1556.38,"381","3810","27",NA,2.9,"0",19.72,8059.80,3.28,6.70,0.39,40.68,-1.69,1393.40,0,62,0,185,0,0
1393.25,"335","3350","26",NA,5.5,"0",10.19,4585.23,2.43,6.27,0.37,40.69,-3.32,783.61,0,0,224,0,0,0
1641.56,"320","3200","34",NA,2.6,"0",17.70,6656.98,3.19,6.91,0.40,40.69,-2.66,834.63,0,0,117,147,0,0
10.75,"156","1560","22",NA,0.0,"0",4.31,422.49,1.02,0.34,0.05,40.72,-3.53,631.45,0,0,2,0,0,0
8236.81,"665","6650","21",NA,10.6,"0",7.07,12547.86,1.19,18.20,0.76,40.61,-3.35,722.69,0,0,1323,0,0,0
34.31,"274","2740","33",NA,0.1,"0",15.15,1952.08,7.70,0.68,0.08,40.71,-3.83,928.62,4,0,0,0,1,0
1866.19,"155","1550","22",NA,3.9,"0",8.05,5187.00,0.42,7.47,0.42,40.69,-3.55,645.46,0,0,301,0,0,0
404.75,"220","2200","27",NA,0.8,"0",19.29,3047.06,5.02,2.98,0.23,40.70,-1.66,1319.36,0,56,0,12,0,0
556.69,"146","1460","31",NA,2.8,"0",22.76,3080.63,7.25,3.61,0.26,40.70,-2.47,845.50,0,0,92,0,0,0
2959.44,"321","3210","38",NA,16.9,"0",17.61,4120.58,1.93,9.85,0.50,40.69,-2.30,1216.54,0,297,173,0,0,0
1590.75,"374","3740","33",NA,3.1,"0",10.11,8182.29,4.11,6.79,0.39,40.69,-3.97,1038.57,179,0,73,0,0,0
3660.50,"371","3710","10",NA,3.4,"0",10.94,8343.69,1.11,11.19,0.55,40.69,-2.84,1011.52,0,413,105,64,0,0
1775.56,"360","3600","37",NA,4.2,"0",10.31,7740.44,5.28,7.25,0.41,40.68,-4.04,980.35,228,0,56,0,0,0
1539.06,"378","3780","31",NA,7.6,"0",26.08,8557.29,3.99,6.65,0.39,40.68,-2.45,1002.28,0,124,79,41,0,0
20.25,"145","1450","31",NA,0.1,"0",17.61,532.84,13.13,0.49,0.07,40.71,-2.49,769.37,0,0,3,0,0,0
7729.94,"351","3510","27",NA,14.5,"0",7.88,6903.00,2.75,17.52,0.74,40.64,-1.55,1388.33,41,596,487,68,3,44
3330.00,"662","6620","21",NA,4.3,"0",7.93,10820.04,1.18,10.57,0.53,40.66,-3.26,761.63,0,0,531,0,0,0
318.38,"313","3130","33",NA,0.6,"0",6.74,3224.57,3.62,2.58,0.21,40.70,-3.91,962.24,45,1,8,0,0,0
4253.63,"366","3660","33",NA,8.3,"0",11.94,5951.65,7.37,12.24,0.58,40.67,-3.89,1007.46,671,0,7,0,0,0
318.56,"141","1410","34",NA,0.5,"0",15.79,2247.79,5.12,2.59,0.21,40.70,-2.61,787.48,0,0,48,0,3,0
5365.06,"225","2250","40",NA,26.1,"0",29.53,4747.36,6.44,14.07,0.64,40.67,-1.95,1286.79,0,722,138,0,0,0
4764.31,"654","6540","33",NA,9.3,"0",12.50,7796.63,5.17,13.10,0.61,40.66,-3.81,866.86,733,1,25,0,0,0
2933.94,"372","3720","38",NA,16.8,"0",3.91,7962.62,0.94,9.80,0.50,40.67,-2.18,1337.09,0,467,0,0,0,0
2302.44,"667","6670","23",NA,6.9,"0",10.77,10958.64,1.05,8.47,0.46,40.65,-3.02,939.26,0,99,202,64,0,0
1571.00,"376","3760","31",NA,7.8,"0",22.37,6054.47,6.13,6.73,0.39,40.68,-2.49,891.77,0,0,223,29,0,0
3918.63,"362","3620","22",NA,8.2,"0",3.75,10360.11,1.77,11.65,0.56,40.67,-3.49,673.46,0,0,625,0,0,0
70.06,"142","1420","34",NA,0.1,"0",22.89,803.55,15.04,1.04,0.11,40.70,-2.59,769.21,0,0,8,4,0,0
3355.31,"140","1400","34",NA,5.3,"0",24.21,4252.38,7.55,10.62,0.53,40.67,-2.61,821.09,0,0,503,23,11,0
2856.81,"230","2300","27",NA,5.4,"0",19.61,10238.67,2.58,9.64,0.50,40.66,-1.65,1399.41,0,178,0,282,0,0
2499.31,"365","3650","37",NA,5.9,"0",23.44,5703.43,12.92,8.90,0.47,40.67,-4.13,1243.03,315,0,78,0,8,1
2160.88,"169","1690","41",NA,11.7,"0",28.84,7503.00,5.08,8.15,0.44,40.66,-2.06,1268.54,0,258,85,0,0,0
3159.06,"357","3570","42",NA,10.2,"0",16.96,8157.29,5.77,10.24,0.52,40.66,-4.20,1542.63,482,0,14,0,0,8
1469.31,"375","3750","32",NA,9.3,"0",20.17,9467.95,3.01,6.47,0.38,40.67,-1.87,1333.16,0,170,22,46,0,0
2944.94,"358","3580","37",NA,6.9,"0",13.07,6679.47,3.66,9.82,0.50,40.66,-3.99,991.77,434,0,40,0,0,0
3504.81,"666","6660","42",NA,11.3,"0",18.04,8034.07,6.24,10.90,0.54,40.65,-4.27,1476.75,534,0,9,0,0,15
8380.06,"656","6560","26",NA,33.2,"0",7.83,7493.38,1.79,18.39,0.76,40.60,-3.41,699.20,0,1,1347,0,0,0
146.56,"334","3340","34",NA,0.2,"0",25.48,874.26,15.91,1.62,0.15,40.69,-2.71,820.98,0,0,6,18,0,0
1847.31,"364","3640","38",NA,10.5,"0",8.43,8368.69,1.30,7.42,0.42,40.66,-2.20,1320.40,0,105,190,0,0,0
1437.50,"370","3700","34",NA,2.3,"0",26.91,8248.71,3.83,6.38,0.38,40.68,-2.73,941.44,0,40,39,148,0,0
528.00,"268","2680","38",NA,3.0,"0",27.51,4084.19,5.16,3.50,0.25,40.67,-2.38,1069.24,0,51,34,0,0,0
4866.88,"664","6640","39",NA,12.4,"0",10.87,8046.93,1.40,13.27,0.61,40.63,-3.70,732.56,115,0,666,0,0,0
3225.00,"359","3590","10",NA,3.0,"0",11.08,9929.05,0.85,10.37,0.52,40.66,-2.85,994.41,0,411,45,58,0,0
973.25,"262","2620","24",NA,2.9,"0",9.53,4652.69,2.70,5.05,0.32,40.67,-3.59,664.38,0,0,154,0,0,0
4569.19,"348","3480","38",NA,26.1,"0",12.19,9164.40,1.29,12.78,0.60,40.65,-2.27,1245.20,0,666,65,0,0,0
3351.94,"361","3610","38",NA,19.1,"0",17.05,10853.62,2.66,10.61,0.53,40.65,-2.39,1105.70,0,311,164,61,0,0
2156.94,"663","6630","42",NA,7.0,"0",19.36,7073.10,3.85,8.15,0.44,40.64,-4.31,1471.07,333,0,0,0,0,11
3250.44,"175","1750","41",NA,17.6,"0",33.94,4970.58,7.71,10.42,0.52,40.64,-1.98,1310.55,0,466,52,0,0,0
1758.06,"669","6690","43",NA,3.2,"0",13.41,7831.25,2.71,7.20,0.41,40.64,-2.11,1358.38,0,263,14,8,0,0
1687.31,"354","3540","21",NA,2.2,"0",12.99,7878.00,2.92,7.03,0.40,40.65,-3.10,896.71,0,84,162,26,0,0
17.56,"281","2810","26",NA,0.1,"0",8.82,871.75,4.31,0.45,0.06,40.67,-3.34,714.07,0,0,3,0,0,0
716.38,"332","3320","37",NA,1.7,"0",12.21,9583.33,4.14,4.20,0.29,40.65,-4.09,996.89,64,0,50,0,1,0
111.25,"297","2970","37",NA,0.3,"0",4.43,1727.08,0.97,1.38,0.14,40.66,-4.07,923.11,3,0,15,0,0,0
5578.06,"353","3530","40",NA,27.1,"0",20.27,7194.11,6.01,14.40,0.65,40.63,-1.79,1425.29,86,585,39,182,0,0
1100.13,"139","1390","34",NA,1.7,"0",29.86,4416.29,8.31,5.44,0.34,40.65,-2.69,837.48,0,0,148,26,2,0
10766.56,"242","2420","34",NA,16.9,"0",21.75,7918.69,1.26,21.37,0.84,40.63,-2.53,1009.50,0,385,594,737,0,0
238.69,"295","2950","21",NA,0.3,"0",10.55,1806.37,3.24,2.17,0.18,40.66,-3.15,689.09,0,0,37,0,0,0
3019.63,"349","3490","41",NA,16.4,"0",25.42,8036.88,4.09,9.97,0.51,40.62,-2.02,1365.80,0,421,65,0,0,0
8518.75,"659","6590","10",NA,7.9,"0",13.67,9822.24,0.63,18.57,0.77,40.61,-2.87,963.00,0,870,190,305,0,0
1168.06,"282","2820","37",NA,2.7,"0",4.76,5405.20,1.35,5.64,0.35,40.63,-4.03,896.07,128,0,61,0,0,0
2556.31,"347","3470","34",NA,4.0,"0",23.22,6579.47,4.29,9.02,0.48,40.64,-2.75,951.58,0,145,197,70,0,0
1606.38,"261","2610","24",NA,4.8,"0",9.11,5066.29,1.81,6.82,0.39,40.64,-3.60,650.55,0,0,257,0,0,0
2498.38,"670","6700","44",NA,14.0,"0",18.81,8620.46,3.72,8.90,0.47,40.63,-2.34,1143.11,0,346,52,0,0,0
416.13,"153","1530","22",NA,0.9,"0",7.03,2067.46,4.94,3.03,0.23,40.64,-3.56,620.14,0,0,67,0,0,0
1647.75,"355","3550","37",NA,3.9,"0",23.61,9747.98,8.28,6.93,0.40,40.64,-4.13,1245.20,220,0,41,0,0,0
647.69,"330","3300","37",NA,1.5,"0",6.29,4979.16,4.05,3.96,0.27,40.64,-4.01,912.67,81,0,20,0,0,0
3497.50,"986","9860","33",NA,6.8,"0",14.34,8912.62,6.75,10.89,0.54,40.60,-3.86,831.39,312,0,249,0,0,0
5523.25,"575","5750","10",NA,5.1,"0",18.98,9065.44,3.08,14.32,0.65,40.62,-2.96,865.87,0,213,244,426,0,0
2225.25,"657","6570","37",NA,5.2,"0",10.59,6704.47,7.11,8.30,0.45,40.62,-3.98,929.01,356,0,0,0,0,0
156.31,"290","2900","37",NA,0.4,"0",2.99,2043.50,0.12,1.69,0.16,40.64,-4.06,896.30,0,0,26,0,0,0
1688.13,"346","3460","22",NA,3.5,"0",2.93,10644.73,1.19,7.03,0.40,40.64,-3.51,649.32,0,0,271,0,0,0
1830.38,"990","9900","37",NA,4.3,"0",17.86,6920.16,7.62,7.38,0.42,40.62,-3.94,1002.33,291,0,0,0,0,0
1506.56,"992","9920","44",NA,8.5,"0",20.39,9841.91,2.89,6.57,0.38,40.63,-2.30,1186.41,0,186,54,0,0,0
1336.50,"337","3370","42",NA,4.3,"0",21.21,5750.91,7.19,6.11,0.37,40.63,-4.22,1452.63,208,0,0,0,5,0
3561.81,"554","5540","43",NA,6.4,"0",14.21,7475.18,1.67,11.01,0.54,40.61,-2.15,1291.60,0,543,23,0,0,0
1686.44,"350","3500","37",NA,4.0,"0",8.72,7406.25,8.66,7.03,0.40,40.63,-4.09,959.49,184,0,85,0,0,0
1700.00,"991","9910","33",NA,3.3,"0",17.96,7689.09,5.26,7.06,0.40,40.62,-3.84,843.58,220,0,49,0,0,0
4281.06,"241","2410","27",NA,8.0,"0",10.44,7168.38,1.13,12.29,0.58,40.59,-1.57,1428.39,0,663,0,14,0,2
1145.00,"237","2370","27",NA,2.2,"0",19.15,4443.81,1.91,5.57,0.34,40.63,-1.63,1399.18,0,134,1,47,0,0
2929.94,"975","9750","43",NA,5.3,"0",19.60,11049.33,4.00,9.79,0.50,40.61,-2.21,1201.65,0,425,50,0,0,0
2056.75,"959","9590","21",NA,2.6,"0",4.45,13416.06,1.42,7.92,0.44,40.59,-3.28,686.21,0,0,330,0,0,0
9622.56,"243","2430","40",NA,46.8,"0",24.56,6933.76,2.72,19.98,0.81,40.58,-1.78,1521.07,482,689,13,353,0,0
2769.81,"981","9810","45",NA,9.2,"0",17.19,7856.25,5.52,9.46,0.49,40.59,-4.38,1277.63,438,0,0,0,0,0
7199.50,"983","9830","46",NA,14.8,"0",11.66,7226.96,8.16,16.79,0.72,40.55,-3.87,767.45,312,0,840,0,0,0
2393.50,"973","9730","45",NA,7.9,"0",9.96,8588.35,3.51,8.67,0.46,40.59,-4.48,1347.61,381,0,0,0,0,1
2378.00,"345","3450","27",NA,4.5,"0",19.37,7591.60,5.29,8.64,0.46,40.61,-1.68,1519.59,83,133,18,143,0,0
2655.31,"980","9800","45",NA,8.8,"0",10.16,8841.91,4.57,9.23,0.48,40.59,-4.42,1290.44,425,0,0,0,0,1
731.88,"214","2140","34",NA,1.2,"0",27.83,2606.37,11.69,4.26,0.29,40.62,-2.67,858.39,0,1,93,25,1,0
1828.19,"977","9770","45",NA,6.0,"0",11.38,7788.36,4.43,7.38,0.42,40.60,-4.45,1316.36,293,0,0,0,0,0
2223.06,"987","9870","42",NA,7.2,"0",14.36,7590.87,6.42,8.29,0.45,40.61,-4.32,1315.74,362,0,0,0,0,0
3531.00,"574","5740","21",NA,4.5,"0",6.71,11589.28,1.58,10.95,0.54,40.60,-3.23,680.00,0,6,555,3,0,0
1917.13,"340","3400","22",NA,4.0,"0",5.77,3463.48,1.86,7.59,0.42,40.62,-3.49,679.61,0,0,309,0,0,0
5294.94,"988","9880","47",NA,32.6,"0",26.27,8624.45,6.06,13.96,0.64,40.58,-4.54,1204.81,838,0,0,0,0,7
1453.63,"671","6710","43",NA,2.6,"0",17.41,7496.20,3.32,6.43,0.38,40.61,-2.06,1369.62,0,224,3,3,0,0
2892.88,"577","5770","41",NA,15.7,"0",27.35,10312.93,4.95,9.71,0.50,40.59,-1.94,1439.94,0,428,42,0,0,0
534.50,"529","5290","34",NA,0.8,"0",24.11,2849.57,7.25,3.53,0.25,40.62,-2.70,777.57,0,0,82,3,1,0
2049.88,"971","9710","45",NA,6.8,"0",13.68,7774.87,7.40,7.90,0.44,40.59,-4.36,1227.88,331,0,0,0,0,0
6688.00,"985","9850","44",NA,37.6,"0",23.61,8657.29,2.69,16.06,0.70,40.57,-2.39,1000.26,0,361,715,0,0,0
174.06,"150","1500","22",NA,0.4,"0",3.87,2453.86,2.38,1.80,0.16,40.63,-3.57,606.44,0,0,28,0,0,0
4225.06,"660","6600","42",NA,13.7,"0",24.84,6733.02,6.69,12.19,0.58,40.59,-4.22,1357.47,674,0,0,0,1,0
4.13,"318","3180","22",NA,0.0,"0",1.36,266.42,0.90,0.19,0.04,40.63,-3.56,602.61,0,0,4,0,0,0
2387.94,"978","9780","48",NA,15.5,"0",8.29,10457.60,7.04,8.66,0.46,40.59,-4.06,893.47,354,0,28,0,2,0
1406.81,"979","9790","48",NA,9.1,"0",16.99,6538.05,13.31,6.30,0.37,40.60,-4.12,1029.44,156,0,70,0,0,0
2706.94,"972","9720","48",NA,17.5,"0",25.06,6900.18,7.51,9.33,0.49,40.58,-4.16,1171.65,329,0,101,0,0,0
1660.94,"530","5300","49",NA,46.1,"0",6.86,7759.80,1.39,6.96,0.40,40.61,-3.58,630.80,0,0,267,0,0,0
59.63,"239","2390","27",NA,0.1,"0",13.92,844.97,7.92,0.95,0.11,40.61,-1.63,1375.05,0,10,0,0,0,0
2914.44,"984","9840","41",NA,15.8,"0",19.23,9489.40,3.21,9.76,0.50,40.58,-1.87,1481.50,0,444,21,0,0,0
1913.44,"643","6430","33",NA,3.7,"0",13.98,4343.80,3.50,7.58,0.42,40.59,-3.80,684.27,3,0,299,0,5,0
259.88,"668","6680","34",NA,0.4,"0",21.87,3253.86,9.97,2.29,0.19,40.62,-2.74,866.48,0,12,25,5,0,0
509.63,"640","6400","23",NA,1.5,"0",19.56,3298.83,6.10,3.43,0.25,40.61,-3.04,871.07,0,20,24,38,0,0
4833.44,"641","6410","44",NA,27.2,"0",21.80,9202.26,2.94,13.22,0.61,40.56,-2.32,989.84,0,384,388,0,0,0
1574.13,"344","3440","27",NA,3.0,"0",8.16,9574.02,1.60,6.74,0.39,40.59,-1.61,1416.82,0,241,14,0,0,0
1607.25,"960","9600","50",NA,9.6,"0",10.90,8220.16,2.02,6.83,0.39,40.59,-2.80,1005.57,0,194,6,53,0,0
3792.81,"966","9660","21",NA,4.9,"0",3.95,9060.42,0.43,11.43,0.56,40.57,-3.31,683.51,0,0,604,0,0,0
6657.44,"965","9650","51",NA,9.9,"0",12.11,8897.24,1.52,16.02,0.70,40.55,-3.12,878.35,0,274,571,217,0,0
3145.25,"954","9540","52",NA,27.6,"0",6.72,8612.32,1.44,10.21,0.52,40.55,-3.46,689.64,0,0,498,0,0,0
1411.00,"974","9740","34",NA,2.2,"0",16.13,10085.11,3.76,6.31,0.37,40.60,-2.67,975.53,0,123,89,17,0,0
0.75,"149","1490","22",NA,0.0,"0",1.84,95.71,2.83,0.07,0.02,40.62,-3.57,597.58,0,0,1,0,0,0
2535.88,"962","9620","43",NA,4.6,"0",25.97,7487.31,4.95,8.98,0.47,40.58,-2.26,1072.76,0,230,173,0,0,0
3037.56,"969","9690","34",NA,4.8,"0",20.68,9488.66,2.10,10.00,0.51,40.59,-2.60,1008.66,0,68,339,80,0,0
2069.56,"244","2440","27",NA,3.9,"0",18.10,5728.43,6.05,7.95,0.44,40.58,-1.65,1492.42,0,312,1,21,0,0
1591.06,"961","9610","50",NA,9.5,"0",9.93,7630.51,2.07,6.79,0.39,40.59,-2.77,1011.62,0,228,4,22,0,0
2004.06,"528","5280","34",NA,3.2,"0",23.86,4587.74,7.34,7.79,0.43,40.58,-2.74,877.67,0,124,153,32,5,0
1932.38,"982","9820","49",NA,53.6,"0",6.55,10051.53,1.77,7.63,0.42,40.59,-3.52,671.91,0,0,306,0,0,0
853.69,"646","6460","43",NA,1.5,"0",23.34,2978.12,7.66,4.67,0.31,40.60,-2.09,1285.71,0,113,0,24,0,0
3537.56,"635","6350","37",NA,8.3,"0",13.04,8485.11,1.46,10.96,0.54,40.57,-3.97,824.34,491,0,76,0,0,0
685.63,"642","6420","42",NA,2.2,"0",22.32,2936.70,3.99,4.09,0.28,40.59,-4.28,1208.39,107,0,0,0,0,0
1471.00,"989","9890","41",NA,8.0,"0",20.04,10806.13,3.38,6.47,0.38,40.57,-1.97,1493.53,0,212,18,0,0,0
3.25,"644","6440","33",NA,0.0,"0",37.65,457.84,29.76,0.17,0.03,40.61,-3.81,682.75,0,0,1,0,0,0
5399.50,"963","9630","34",NA,8.5,"0",18.67,8647.98,1.79,14.13,0.64,40.56,-2.58,996.87,0,277,359,221,0,0
1452.56,"956","9560","34",NA,2.3,"0",18.75,10166.48,4.06,6.42,0.38,40.59,-2.65,954.82,0,55,128,51,0,0
3172.88,"968","9680","43",NA,5.7,"0",21.28,8565.13,3.69,10.27,0.52,40.57,-2.03,1374.07,50,360,25,77,0,0
1639.56,"957","9570","39",NA,4.2,"0",8.19,12738.24,1.55,6.91,0.40,40.57,-3.51,685.32,0,0,255,0,2,0
2488.56,"920","9200","21",NA,3.2,"0",3.72,16867.10,1.05,8.87,0.47,40.52,-3.40,642.77,0,0,393,0,0,0
2439.19,"964","9640","21",NA,3.1,"0",15.36,9474.75,2.44,8.77,0.47,40.57,-3.18,815.28,0,92,270,28,0,0
2815.13,"970","9700","53",NA,19.4,"0",15.07,8074.45,1.83,9.56,0.49,40.57,-2.47,1058.71,0,291,125,40,0,0
1319.50,"756","7560","48",NA,8.5,"0",6.25,5744.11,1.32,6.07,0.36,40.56,-4.08,867.80,208,0,0,0,2,0
3564.31,"633","6330","43",NA,6.4,"0",21.03,10650.80,2.38,11.01,0.54,40.56,-2.12,1244.73,0,490,64,16,0,0
45.88,"634","6340","39",NA,0.1,"0",10.82,1230.33,4.96,0.81,0.10,40.60,-3.63,644.77,0,0,6,0,0,0
1429.06,"631","6310","39",NA,3.7,"0",7.94,3042.77,1.99,6.36,0.38,40.58,-3.61,634.48,0,0,230,0,0,0
5861.19,"967","9670","51",NA,8.7,"0",14.75,7557.29,1.19,14.84,0.66,40.56,-2.92,931.42,0,354,305,283,0,0
1166.44,"780","7800","48",NA,7.6,"0",6.91,5988.05,1.56,5.63,0.35,40.57,-4.10,882.52,163,0,20,0,0,0
1312.75,"526","5260","39",NA,3.4,"0",4.63,7222.67,2.17,6.05,0.36,40.58,-3.56,617.14,0,0,215,0,0,0
1933.56,"976","9760","39",NA,4.9,"0",9.08,7075.49,1.51,7.63,0.43,40.57,-3.68,700.48,0,0,308,0,0,0
2747.81,"692","6920","41",NA,14.9,"0",34.53,5910.53,7.27,9.42,0.49,40.56,-1.91,1409.37,0,404,35,0,0,0
1469.81,"949","9490","37",NA,3.4,"0",15.95,8072.67,4.54,6.47,0.38,40.56,-3.92,770.02,75,0,156,0,0,0
366.44,"797","7970","34",NA,0.6,"0",22.49,3174.57,4.05,2.81,0.22,40.58,-2.70,783.92,0,10,45,1,0,0
2495.81,"636","6360","23",NA,7.4,"0",14.90,6285.53,3.24,8.89,0.47,40.57,-3.05,851.03,0,156,79,159,0,0
11.00,"527","5270","49",NA,0.3,"0",2.02,493.20,1.00,0.34,0.05,40.59,-3.57,592.15,0,0,2,0,0,0
1448.38,"758","7580","45",NA,4.8,"0",19.70,5924.87,6.90,6.41,0.38,40.54,-4.35,1017.83,228,0,0,0,0,0
1082.25,"632","6320","42",NA,3.5,"0",18.03,4289.52,5.93,5.39,0.34,40.57,-4.29,1137.03,171,0,0,0,0,0
5977.75,"734","7340","48",NA,38.7,"0",10.34,7749.14,1.19,15.01,0.67,40.50,-4.01,734.57,497,0,456,0,1,0
505.31,"552","5520","43",NA,0.9,"0",28.90,3371.01,8.85,3.41,0.25,40.56,-2.24,955.30,0,28,52,0,0,0
3221.06,"955","9550","27",NA,6.1,"0",21.55,7217.34,6.07,10.36,0.52,40.54,-1.67,1626.89,136,139,0,239,0,0
1265.56,"614","6140","43",NA,2.3,"0",29.45,4789.52,7.67,5.92,0.36,40.56,-2.18,1151.71,0,190,14,0,0,0
581.00,"736","7360","34",NA,0.9,"0",18.34,3869.54,7.85,3.71,0.26,40.56,-2.69,786.19,0,2,78,11,1,0
2513.19,"942","9420","42",NA,8.1,"0",23.24,8329.47,4.92,8.93,0.47,40.52,-4.32,996.79,402,0,0,0,0,0
1178.44,"763","7630","33",NA,2.3,"0",7.90,6307.41,1.60,5.67,0.35,40.55,-3.82,671.36,0,0,191,0,0,0
3385.56,"946","9460","45",NA,11.2,"0",14.17,9374.75,2.92,10.68,0.53,40.52,-4.49,1174.84,542,0,0,0,0,0
1446.94,"953","9530","47",NA,8.9,"0",18.54,7008.76,7.54,6.41,0.38,40.55,-4.60,1219.15,230,0,0,0,0,3
2791.00,"950","9500","43",NA,5.0,"0",19.93,7976.22,5.01,9.51,0.49,40.55,-2.04,1311.65,20,305,15,100,4,0
776.31,"629","6290","33",NA,1.5,"0",13.67,5286.70,2.19,4.41,0.30,40.55,-3.77,673.04,0,0,118,0,2,0
1749.50,"958","9580","39",NA,4.5,"0",6.62,9372.24,1.29,7.18,0.41,40.56,-3.63,669.89,0,0,282,0,0,0
5.94,"760","7600","43",NA,0.0,"0",29.63,647.49,27.96,0.24,0.04,40.57,-2.10,1173.15,0,1,0,0,0,0
159.50,"524","5240","34",NA,0.3,"0",20.37,2501.34,4.62,1.71,0.16,40.57,-2.71,751.53,0,9,17,0,0,0
3752.56,"951","9510","27",NA,7.1,"0",13.88,8263.36,3.63,11.35,0.55,40.53,-1.60,1534.44,229,129,0,236,0,7
2072.56,"769","7690","45",NA,6.9,"0",12.43,5586.27,5.23,7.95,0.44,40.53,-4.46,1144.32,333,0,0,0,1,0
2373.13,"952","9520","53",NA,16.3,"0",21.61,6313.05,4.88,8.63,0.46,40.55,-2.45,977.49,0,49,253,78,0,0
7487.56,"926","9260","54",NA,40.8,"0",17.18,9163.35,0.93,17.19,0.73,40.52,-1.74,1620.15,125,677,16,367,0,15
